epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
15,228.535,1.02203,0.62233,1.06874,0.95443,0.91918,0.97883,0.79963,0.75582,0.48558,0.95013,0.00107675,0.00107675,0.00107675
16,243.391,1.01109,0.59849,1.06434,0.86891,0.97917,0.96582,0.78677,0.79965,0.51202,0.95949,0.00106437,0.00106437,0.00106437
17,258.337,0.99435,0.58677,1.05704,0.86195,0.99386,0.96079,0.8086,0.64356,0.49875,0.9172,0.001052,0.001052,0.001052
18,273.344,0.98499,0.57306,1.05275,0.87195,0.99583,0.97072,0.79717,0.68456,0.45281,0.92329,0.00103962,0.00103962,0.00103962
19,288.457,0.98605,0.56764,1.0485,0.90327,0.99339,0.95677,0.76012,0.86366,0.48563,0.96274,0.00102725,0.00102725,0.00102725
20,303.323,0.95484,0.5542,1.0396,0.89347,0.91922,0.9637,0.83236,0.62783,0.48376,0.92406,0.00101488,0.00101488,0.00101488
21,318.533,0.94096,0.54718,1.03443,0.90295,0.95559,0.95814,0.78647,0.67322,0.41494,0.92095,0.0010025,0.0010025,0.0010025
22,333.469,0.93778,0.54856,1.02691,0.84008,0.99583,0.96425,0.82412,0.65292,0.45999,0.91324,0.000990125,0.000990125,0.000990125
23,348.58,0.92642,0.52844,1.0228,0.90293,0.99419,0.98536,0.86157,0.62682,0.38315,0.90867,0.00097775,0.00097775,0.00097775
24,363.478,0.91297,0.53017,1.02147,0.89871,0.92769,0.95086,0.82255,0.62805,0.3975,0.91004,0.000965375,0.000965375,0.000965375
25,378.437,0.9223,0.52187,1.01668,0.88408,0.95417,0.95543,0.80597,0.65498,0.4105,0.91664,0.000953,0.000953,0.000953
26,393.376,0.90041,0.51068,1.01219,0.90659,0.98879,0.98528,0.85753,0.6516,0.37066,0.91223,0.000940625,0.000940625,0.000940625
27,408.52,0.89717,0.5033,1.00281,0.90589,0.95417,0.92725,0.82396,0.58921,0.36591,0.89643,0.00092825,0.00092825,0.00092825
28,423.379,0.89118,0.49336,1.00934,0.88816,0.97918,0.94564,0.80687,0.61072,0.36461,0.89909,0.000915875,0.000915875,0.000915875
29,438.39,0.89133,0.49931,1.00826,0.91527,0.99583,0.98514,0.84653,0.64919,0.36188,0.90953,0.0009035,0.0009035,0.0009035
30,453.356,0.8958,0.49621,0.99936,0.96556,0.93738,0.95156,0.83746,0.61316,0.37542,0.90093,0.000891125,0.000891125,0.000891125
31,468.503,0.88407,0.49117,1.00164,0.92357,0.98973,0.98624,0.85901,0.61993,0.34739,0.90099,0.00087875,0.00087875,0.00087875
32,483.365,0.86858,0.47868,0.99356,0.91491,0.98773,0.98522,0.85347,0.5879,0.35074,0.89287,0.000866375,0.000866375,0.000866375
33,498.358,0.87062,0.4814,0.99592,0.91283,0.94695,0.97862,0.85451,0.61183,0.3374,0.89383,0.000854,0.000854,0.000854
34,513.399,0.88453,0.47593,0.99541,0.92225,0.98572,0.98631,0.87134,0.58284,0.34925,0.8923,0.000841625,0.000841625,0.000841625
35,528.483,0.85789,0.46306,0.98583,0.92408,0.99557,0.98085,0.85045,0.60446,0.32294,0.89659,0.00082925,0.00082925,0.00082925
36,543.45,0.85278,0.45858,0.9859,0.92221,0.99109,0.97587,0.86334,0.58605,0.3261,0.89281,0.000816875,0.000816875,0.000816875
37,558.549,0.84998,0.45656,0.98312,0.91901,0.99583,0.98328,0.85735,0.58018,0.33674,0.89305,0.0008045,0.0008045,0.0008045
38,573.571,0.85083,0.45752,0.98379,0.92454,0.98718,0.96987,0.85652,0.56696,0.31641,0.88885,0.000792125,0.000792125,0.000792125
39,588.717,0.84743,0.45372,0.98576,0.91359,0.95417,0.95286,0.82833,0.57685,0.33264,0.88768,0.00077975,0.00077975,0.00077975
40,603.666,0.8425,0.44738,0.97921,0.92192,0.97212,0.99331,0.8757,0.56794,0.31595,0.88289,0.000767375,0.000767375,0.000767375
41,618.818,0.83453,0.44365,0.97478,0.91926,0.95004,0.98031,0.86436,0.53809,0.30904,0.87856,0.000755,0.000755,0.000755
42,633.771,0.83656,0.44679,0.97575,0.92264,0.99583,0.9857,0.86888,0.544,0.32392,0.88056,0.000742625,0.000742625,0.000742625
43,648.957,0.82604,0.4398,0.9787,0.92231,0.99583,0.9757,0.88128,0.55957,0.3121,0.88298,0.00073025,0.00073025,0.00073025
44,664.234,0.83063,0.43904,0.97971,0.92653,0.99583,0.9944,0.90811,0.54058,0.31194,0.87773,0.000717875,0.000717875,0.000717875
45,679.349,0.81986,0.4362,0.96984,0.96553,0.94633,0.98375,0.8762,0.55388,0.31244,0.88568,0.0007055,0.0007055,0.0007055
46,694.495,0.82268,0.44142,0.97652,0.92141,0.99583,0.98412,0.87033,0.58318,0.31823,0.88441,0.000693125,0.000693125,0.000693125
47,709.692,0.82886,0.43726,0.97752,0.978,0.98997,0.99184,0.88507,0.55367,0.29788,0.88319,0.00068075,0.00068075,0.00068075
48,724.765,0.81157,0.42788,0.96574,0.92201,0.99583,0.99213,0.90054,0.54256,0.29982,0.88225,0.000668375,0.000668375,0.000668375
49,739.844,0.80231,0.42226,0.96925,0.9274,0.98786,0.99388,0.90959,0.52282,0.29627,0.86923,0.000656,0.000656,0.000656
50,754.835,0.80762,0.42927,0.95826,0.92172,0.99583,0.98464,0.90127,0.53908,0.30368,0.87532,0.000643625,0.000643625,0.000643625
51,769.842,0.8053,0.42058,0.96434,0.96094,0.99583,0.99184,0.89904,0.51164,0.2947,0.8719,0.00063125,0.00063125,0.00063125
52,784.705,0.79042,0.41935,0.95709,0.92264,0.99583,0.9908,0.90844,0.53415,0.29729,0.87393,0.000618875,0.000618875,0.000618875
53,799.751,0.80394,0.41827,0.96337,0.92667,0.97979,0.9936,0.88739,0.52853,0.30144,0.87382,0.0006065,0.0006065,0.0006065
54,814.806,0.79823,0.41317,0.95377,0.95718,0.98199,0.9937,0.89116,0.53603,0.28938,0.87346,0.000594125,0.000594125,0.000594125
55,829.773,0.79774,0.41308,0.9635,0.92369,0.99583,0.95275,0.85641,0.52223,0.28719,0.86757,0.00058175,0.00058175,0.00058175
56,844.658,0.79179,0.43315,0.96488,0.91151,0.99571,0.9844,0.88289,0.52146,0.29507,0.872,0.000569375,0.000569375,0.000569375
57,859.684,0.7882,0.41441,0.95754,0.9251,0.99583,0.98431,0.89507,0.50403,0.28459,0.86674,0.000557,0.000557,0.000557
58,874.652,0.78681,0.40881,0.95196,0.92006,0.99447,0.97024,0.88165,0.51777,0.29896,0.87033,0.000544625,0.000544625,0.000544625
59,889.623,0.7848,0.40524,0.95613,0.92053,0.98627,0.97707,0.89191,0.50053,0.29374,0.86748,0.00053225,0.00053225,0.00053225
60,904.506,0.78051,0.40598,0.94897,0.92063,0.98713,0.95014,0.86392,0.50621,0.28491,0.86705,0.000519875,0.000519875,0.000519875
61,919.586,0.77173,0.39961,0.95005,0.92295,0.99236,0.95921,0.88308,0.4913,0.28566,0.86215,0.0005075,0.0005075,0.0005075
62,934.521,0.77037,0.39972,0.94607,0.91119,0.98715,0.99149,0.90642,0.51196,0.3057,0.86824,0.000495125,0.000495125,0.000495125
63,949.567,0.76377,0.39665,0.95081,0.92701,0.99392,0.99297,0.89445,0.53074,0.28595,0.8715,0.00048275,0.00048275,0.00048275
64,964.502,0.77186,0.39621,0.94811,0.92605,0.99466,0.99091,0.90104,0.52537,0.29275,0.87265,0.000470375,0.000470375,0.000470375
65,979.496,0.77239,0.39739,0.95957,0.92211,0.98846,0.96666,0.87905,0.5082,0.29238,0.86629,0.000458,0.000458,0.000458
66,994.391,0.76591,0.39623,0.94812,0.92726,0.98287,0.99113,0.91068,0.49547,0.27249,0.86307,0.000445625,0.000445625,0.000445625
67,1009.39,0.7607,0.39188,0.95245,0.92419,0.99583,0.97505,0.88432,0.49196,0.27641,0.86255,0.00043325,0.00043325,0.00043325
68,1024.37,0.75303,0.38671,0.94124,0.92469,0.99271,0.98439,0.908,0.50281,0.27543,0.86643,0.000420875,0.000420875,0.000420875
69,1039.42,0.7587,0.38901,0.94412,0.92537,0.9969,0.97556,0.89332,0.50311,0.2738,0.8673,0.0004085,0.0004085,0.0004085
70,1054.34,0.75334,0.39211,0.94595,0.92356,0.99151,0.98415,0.89352,0.47987,0.27807,0.86247,0.000396125,0.000396125,0.000396125
71,1069.32,0.74615,0.38314,0.94545,0.92566,0.99583,0.9927,0.91476,0.49002,0.26753,0.86002,0.00038375,0.00038375,0.00038375
72,1084.22,0.75812,0.39075,0.94764,0.91948,0.9911,0.9849,0.91905,0.4787,0.27906,0.86031,0.000371375,0.000371375,0.000371375
73,1099.25,0.74438,0.38027,0.94028,0.91842,0.99091,0.98464,0.90954,0.47764,0.28522,0.86032,0.000359,0.000359,0.000359
74,1114.17,0.73839,0.38415,0.94047,0.92505,0.98364,0.9929,0.91851,0.47152,0.27689,0.86024,0.000346625,0.000346625,0.000346625
75,1129.15,0.73654,0.37895,0.94193,0.92126,0.989,0.97926,0.89483,0.48605,0.28013,0.86321,0.00033425,0.00033425,0.00033425
76,1144.01,0.73839,0.37918,0.93633,0.91931,0.98652,0.95922,0.88563,0.46829,0.27543,0.85972,0.000321875,0.000321875,0.000321875
77,1159.08,0.74672,0.38217,0.94395,0.91989,0.98528,0.98469,0.91879,0.47267,0.27621,0.86133,0.0003095,0.0003095,0.0003095
78,1174.01,0.73779,0.37783,0.93534,0.91652,0.99063,0.98477,0.91549,0.47243,0.27262,0.86114,0.000297125,0.000297125,0.000297125
79,1189.01,0.73511,0.37343,0.93386,0.9236,0.99101,0.98486,0.92595,0.45294,0.26146,0.85466,0.00028475,0.00028475,0.00028475
80,1203.96,0.73506,0.37655,0.93649,0.92128,0.99094,0.97572,0.90819,0.46678,0.26565,0.85637,0.000272375,0.000272375,0.000272375
81,1218.97,0.72815,0.37326,0.93637,0.92473,0.99502,0.99412,0.91781,0.45971,0.26571,0.85446,0.00026,0.00026,0.00026
82,1233.92,0.72927,0.37117,0.93,0.92239,0.98862,0.9776,0.9123,0.45909,0.26004,0.85445,0.000247625,0.000247625,0.000247625
83,1248.92,0.7313,0.37281,0.9401,0.92315,0.98874,0.97549,0.89439,0.47554,0.27038,0.85541,0.00023525,0.00023525,0.00023525
84,1263.84,0.7181,0.36752,0.93049,0.92343,0.99044,0.97658,0.90846,0.45982,0.26971,0.85485,0.000222875,0.000222875,0.000222875
85,1278.89,0.72127,0.36497,0.9296,0.92276,0.9912,0.97063,0.89945,0.47062,0.27039,0.8555,0.0002105,0.0002105,0.0002105
86,1294.2,0.72248,0.36664,0.93017,0.9233,0.99414,0.96803,0.90936,0.44965,0.25912,0.85307,0.000198125,0.000198125,0.000198125
87,1309.32,0.72062,0.36742,0.9275,0.92092,0.98803,0.96725,0.89947,0.45754,0.26567,0.85497,0.00018575,0.00018575,0.00018575
88,1324.22,0.71473,0.36235,0.92881,0.92451,0.99524,0.97005,0.90085,0.45837,0.25704,0.85554,0.000173375,0.000173375,0.000173375
89,1339.26,0.70326,0.36219,0.9271,0.92054,0.98788,0.96812,0.91089,0.4459,0.26912,0.85192,0.000161,0.000161,0.000161
90,1354.23,0.71779,0.36229,0.93434,0.91797,0.98278,0.96686,0.89969,0.45364,0.27351,0.85444,0.000148625,0.000148625,0.000148625
91,1389.66,0.67737,0.33647,0.9334,0.91867,0.9862,0.97571,0.88973,0.47913,0.28486,0.85842,0.00013625,0.00013625,0.00013625
92,1404.13,0.66184,0.32309,0.93346,0.92336,0.99289,0.97532,0.89556,0.45889,0.26132,0.85335,0.000123875,0.000123875,0.000123875
93,1419.2,0.657,0.31962,0.93098,0.92134,0.98715,0.97421,0.91334,0.45382,0.26623,0.85259,0.0001115,0.0001115,0.0001115
94,1433.75,0.64811,0.31672,0.92179,0.92115,0.98722,0.97342,0.90699,0.45166,0.2716,0.8519,9.9125e-05,9.9125e-05,9.9125e-05
95,1448.75,0.65228,0.31829,0.92268,0.91996,0.98665,0.96745,0.91177,0.44447,0.26617,0.85014,8.675e-05,8.675e-05,8.675e-05
96,1463.26,0.65093,0.31493,0.9285,0.92138,0.98723,0.97549,0.91804,0.43471,0.2628,0.84907,7.4375e-05,7.4375e-05,7.4375e-05
97,1478.16,0.64439,0.31441,0.92335,0.91994,0.98641,0.96666,0.91005,0.43427,0.26438,0.84846,6.2e-05,6.2e-05,6.2e-05
98,1492.89,0.63914,0.30993,0.91695,0.91915,0.98758,0.97427,0.91056,0.43155,0.26302,0.84763,4.9625e-05,4.9625e-05,4.9625e-05
99,1507.4,0.6347,0.30946,0.91689,0.91718,0.98631,0.97427,0.91967,0.43259,0.26712,0.84767,3.725e-05,3.725e-05,3.725e-05
100,1522.04,0.63501,0.30919,0.92013,0.9194,0.98725,0.97482,0.92274,0.43301,0.26008,0.84777,2.4875e-05,2.4875e-05,2.4875e-05
