epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,481.6,1.16813,0.61306,1.09629,0.92035,0.95573,0.97782,0.74713,0.95291,0.54658,1.03954,0.000848969,0.000848969,0.000848969
43,493.063,1.17174,0.6256,1.10775,0.93451,0.94175,0.96769,0.7717,0.83904,0.55675,1.00836,0.000834822,0.000834822,0.000834822
44,504.588,1.14295,0.6088,1.08911,0.96065,0.97917,0.98818,0.78244,0.9589,0.51812,1.03812,0.000820675,0.000820675,0.000820675
45,516.262,1.14469,0.60678,1.0867,0.95494,0.97917,0.97924,0.76601,0.87584,0.50882,1.0318,0.000806528,0.000806528,0.000806528
46,527.807,1.14537,0.62523,1.08736,0.95795,0.97871,0.98649,0.76715,0.89283,0.50458,1.01187,0.00079238,0.00079238,0.00079238
47,539.275,1.15804,0.60589,1.08717,0.96355,0.94378,0.98925,0.77729,0.90264,0.54548,1.04507,0.000778233,0.000778233,0.000778233
48,550.751,1.13137,0.5985,1.08484,0.94751,0.94213,0.9741,0.77798,0.91578,0.54346,1.04093,0.000764086,0.000764086,0.000764086
49,562.093,1.10873,0.58533,1.06698,0.92205,0.9741,0.98221,0.79108,0.86458,0.54624,1.02907,0.000749939,0.000749939,0.000749939
50,573.682,1.12254,0.59931,1.07912,0.95172,0.97588,0.97855,0.78156,0.86684,0.537,1.01174,0.000735792,0.000735792,0.000735792
51,585.22,1.12568,0.60726,1.0809,0.89851,0.97242,0.97631,0.79288,0.83877,0.50965,1.00416,0.000721645,0.000721645,0.000721645
52,596.494,1.1153,0.57908,1.08707,0.93972,0.95106,0.98004,0.76919,0.89996,0.535,1.03722,0.000707498,0.000707498,0.000707498
53,607.996,1.09686,0.5768,1.06362,0.93008,0.97353,0.98451,0.77119,0.90677,0.51538,1.0156,0.000693351,0.000693351,0.000693351
54,619.441,1.09283,0.56904,1.06117,0.93711,0.94213,0.9811,0.76647,0.92681,0.54099,1.04011,0.000679204,0.000679204,0.000679204
55,630.859,1.12361,0.56753,1.07445,0.95112,0.94213,0.9811,0.77755,0.85878,0.51505,1.00838,0.000665057,0.000665057,0.000665057
56,642.534,1.08167,0.55621,1.05467,0.95494,0.97789,0.98413,0.78601,0.85421,0.51402,0.99799,0.000650909,0.000650909,0.000650909
57,654.016,1.07861,0.55303,1.06009,0.95762,0.97554,0.98367,0.78905,0.86093,0.50463,1.01135,0.000636762,0.000636762,0.000636762
58,665.512,1.08206,0.5574,1.06239,0.94254,0.94213,0.96891,0.79477,0.83724,0.50345,1.00941,0.000622615,0.000622615,0.000622615
59,677.061,1.08136,0.55997,1.07282,0.93057,0.97465,0.98733,0.79956,0.84671,0.51205,1.00862,0.000608468,0.000608468,0.000608468
60,688.496,1.08649,0.56936,1.06052,0.90961,0.97917,0.98367,0.77729,0.86478,0.4902,1.01486,0.000594321,0.000594321,0.000594321
61,700.235,1.07971,0.55626,1.06339,0.96013,0.97917,0.98818,0.81021,0.84501,0.49679,1.01149,0.000580174,0.000580174,0.000580174
62,711.703,1.08358,0.5502,1.05508,0.95605,0.97917,0.98084,0.79059,0.84132,0.48969,1.00297,0.000566027,0.000566027,0.000566027
63,723.197,1.07166,0.55125,1.05753,0.93406,0.99448,0.98649,0.79559,0.81328,0.44037,0.99743,0.00055188,0.00055188,0.00055188
64,734.788,1.0426,0.53256,1.0464,0.96124,0.97917,0.97346,0.77221,0.86425,0.49225,1.01164,0.000537733,0.000537733,0.000537733
65,746.167,1.05011,0.53401,1.05024,0.95987,0.97593,0.9829,0.80981,0.79275,0.48581,0.99159,0.000523586,0.000523586,0.000523586
66,757.869,1.05518,0.52875,1.04993,0.95724,0.97917,0.98451,0.79538,0.83006,0.46793,1.0033,0.000509438,0.000509438,0.000509438
67,769.245,1.04221,0.52775,1.03878,0.95904,0.97917,0.97467,0.78277,0.81454,0.47167,1.01015,0.000495291,0.000495291,0.000495291
68,780.759,1.03114,0.52436,1.03612,0.95645,0.97917,0.991,0.81645,0.82156,0.46599,0.98922,0.000481144,0.000481144,0.000481144
69,792.329,1.04075,0.51788,1.03752,0.96192,0.96645,0.97633,0.81127,0.78768,0.45431,0.99122,0.000466997,0.000466997,0.000466997
70,803.795,1.03906,0.52116,1.06183,0.96193,0.96479,0.98451,0.78646,0.82903,0.48012,1.00398,0.00045285,0.00045285,0.00045285
71,815.417,1.03413,0.51445,1.04012,0.9524,0.92252,0.97436,0.7768,0.81221,0.50902,0.99711,0.000438703,0.000438703,0.000438703
72,826.979,1.03099,0.51174,1.03544,0.96001,0.97641,0.98367,0.80716,0.7911,0.46641,0.98954,0.000424556,0.000424556,0.000424556
73,838.465,1.00821,0.50547,1.0265,0.93947,0.97917,0.9829,0.78593,0.79705,0.47787,0.98597,0.000410409,0.000410409,0.000410409
74,850.013,1.02211,0.5082,1.03703,0.93789,0.97632,0.98,0.7885,0.79206,0.45322,0.97988,0.000396262,0.000396262,0.000396262
75,861.423,1.01681,0.50756,1.02863,0.96023,0.97671,0.98544,0.82156,0.80182,0.4287,0.98666,0.000382115,0.000382115,0.000382115
76,873.008,1.00738,0.49749,1.03671,0.94791,0.97917,0.98,0.79543,0.82064,0.46892,0.99325,0.000367967,0.000367967,0.000367967
77,884.587,1.01081,0.5022,1.0354,0.92498,0.97541,0.98178,0.79322,0.77827,0.45335,0.97248,0.00035382,0.00035382,0.00035382
78,896.075,1.02343,0.4953,1.03761,0.96182,0.97917,0.98911,0.80498,0.79912,0.44006,0.98546,0.000339673,0.000339673,0.000339673
79,907.634,1.00278,0.49783,1.02374,0.95908,0.97637,0.97924,0.77711,0.8677,0.44311,1.01966,0.000325526,0.000325526,0.000325526
80,919.176,1.00593,0.49883,1.02333,0.95981,0.97694,0.98084,0.80065,0.78657,0.43923,0.98732,0.000311379,0.000311379,0.000311379
81,930.541,1.007,0.4935,1.03273,0.96305,0.96536,0.98955,0.8018,0.78992,0.44681,0.98216,0.000297232,0.000297232,0.000297232
82,942.234,0.98927,0.48678,1.02181,0.92918,0.97545,0.98178,0.8156,0.78925,0.43937,0.99062,0.000283085,0.000283085,0.000283085
83,953.7,0.97688,0.49023,1.02222,0.95729,0.97257,0.98084,0.8103,0.78083,0.43297,0.98958,0.000268938,0.000268938,0.000268938
84,965.188,1.00976,0.48908,1.03234,0.9508,0.97858,0.98084,0.80553,0.76218,0.42932,0.97206,0.000254791,0.000254791,0.000254791
85,976.797,0.97305,0.47985,1.01091,0.95957,0.96749,0.98544,0.79651,0.7988,0.44002,0.99693,0.000240644,0.000240644,0.000240644
86,988.215,0.98069,0.47845,1.01868,0.96055,0.96437,0.98,0.79854,0.76879,0.42957,0.98356,0.000226497,0.000226497,0.000226497
87,999.985,0.97547,0.47768,1.01415,0.95824,0.97505,0.98178,0.7903,0.81461,0.43085,0.99771,0.000212349,0.000212349,0.000212349
88,1011.49,0.97184,0.47303,1.02381,0.96042,0.97111,0.98,0.79957,0.772,0.42581,0.98496,0.000198202,0.000198202,0.000198202
89,1023.05,0.97359,0.4701,1.01603,0.95913,0.97917,0.98,0.81494,0.77247,0.42069,0.97665,0.000184055,0.000184055,0.000184055
90,1034.59,0.95263,0.4663,1.01094,0.95918,0.97643,0.98084,0.81834,0.77209,0.43495,0.9716,0.000169908,0.000169908,0.000169908
91,1067.94,0.9467,0.46972,1.0491,0.96243,0.96737,0.97633,0.8044,0.77572,0.42527,0.9754,0.000155761,0.000155761,0.000155761
92,1079.12,0.91459,0.43652,1.04111,0.95674,0.97917,0.98,0.802,0.78185,0.42721,0.98545,0.000141614,0.000141614,0.000141614
93,1090.47,0.89763,0.42977,1.0397,0.94992,0.97664,0.98,0.80957,0.76281,0.43181,0.97276,0.000127467,0.000127467,0.000127467
94,1101.71,0.89489,0.42826,1.0337,0.96278,0.96667,0.98084,0.80949,0.75501,0.42643,0.96861,0.00011332,0.00011332,0.00011332
95,1112.99,0.89431,0.42896,1.03847,0.94969,0.97604,0.98367,0.82233,0.75076,0.43036,0.96951,9.91726e-05,9.91726e-05,9.91726e-05
96,1124.29,0.89676,0.42493,1.04069,0.95883,0.97614,0.98367,0.81175,0.77796,0.41179,0.98028,8.50255e-05,8.50255e-05,8.50255e-05
97,1135.57,0.87812,0.42034,1.02136,0.95888,0.97139,0.98451,0.82599,0.75471,0.41696,0.97148,7.08784e-05,7.08784e-05,7.08784e-05
98,1146.51,0.87398,0.41622,1.0274,0.95853,0.97578,0.98,0.81231,0.7638,0.42015,0.97924,5.67313e-05,5.67313e-05,5.67313e-05
99,1157.86,0.86853,0.41805,1.0205,0.95612,0.97917,0.98,0.81862,0.74561,0.41818,0.96665,4.25842e-05,4.25842e-05,4.25842e-05
100,1169.18,0.87001,0.41354,1.01733,0.96034,0.97111,0.9829,0.82036,0.75114,0.40721,0.97108,2.84371e-05,2.84371e-05,2.84371e-05
