epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
40,3233.69,0.85507,0.5208,0.91548,0.90519,0.9078,0.93463,0.72876,0.75974,0.403,0.85355,0.006139,0.006139,0.006139
41,3313.75,0.85708,0.5149,0.91696,0.88814,0.94908,0.94239,0.74573,0.73509,0.401,0.84937,0.00604,0.00604,0.00604
42,3393.53,0.84505,0.50532,0.91308,0.88321,0.92957,0.93613,0.7381,0.74158,0.4049,0.84959,0.005941,0.005941,0.005941
43,3473.86,0.85131,0.50858,0.91364,0.89505,0.95541,0.94861,0.74204,0.76289,0.39858,0.8547,0.005842,0.005842,0.005842
44,3554.03,0.84051,0.50372,0.90914,0.8972,0.95262,0.95436,0.74902,0.73898,0.39847,0.84903,0.005743,0.005743,0.005743
45,3634.66,0.84004,0.49658,0.91253,0.90474,0.9446,0.95352,0.74996,0.73032,0.39238,0.8467,0.005644,0.005644,0.005644
46,3714.6,0.84517,0.49795,0.91388,0.88367,0.93383,0.94635,0.74884,0.73854,0.39253,0.8471,0.005545,0.005545,0.005545
47,3794.66,0.83929,0.49585,0.9138,0.88405,0.93033,0.94396,0.73275,0.74529,0.39122,0.85078,0.005446,0.005446,0.005446
48,3875.23,0.833,0.49181,0.90839,0.9025,0.93842,0.94982,0.74086,0.75368,0.39004,0.85216,0.005347,0.005347,0.005347
49,3955.49,0.83657,0.49356,0.90883,0.89858,0.93706,0.94884,0.7387,0.74597,0.38536,0.85152,0.005248,0.005248,0.005248
50,4035.24,0.83415,0.49222,0.91282,0.90575,0.93223,0.95496,0.74249,0.74565,0.3863,0.8511,0.005149,0.005149,0.005149
51,4115.41,0.8267,0.48357,0.90626,0.92262,0.93082,0.95469,0.74246,0.74393,0.389,0.85087,0.00505,0.00505,0.00505
52,4195.53,0.82318,0.48096,0.90741,0.92958,0.93394,0.95707,0.74265,0.7447,0.3887,0.85094,0.004951,0.004951,0.004951
53,4276,0.8168,0.47804,0.90409,0.92839,0.92835,0.95604,0.74551,0.73168,0.38493,0.84795,0.004852,0.004852,0.004852
54,4356.26,0.82144,0.48038,0.90794,0.91952,0.93814,0.95858,0.75093,0.72975,0.38079,0.84767,0.004753,0.004753,0.004753
55,4436.34,0.82418,0.47752,0.9064,0.90083,0.94387,0.94991,0.74084,0.72978,0.38085,0.84773,0.004654,0.004654,0.004654
56,4516.89,0.81855,0.47434,0.90373,0.94238,0.92809,0.95731,0.74366,0.73797,0.38076,0.84927,0.004555,0.004555,0.004555
57,4597.39,0.81359,0.47301,0.90468,0.91178,0.93956,0.95531,0.74076,0.73988,0.37837,0.84936,0.004456,0.004456,0.004456
58,4677.52,0.81129,0.46413,0.90319,0.92074,0.93129,0.95412,0.74119,0.74108,0.37532,0.84957,0.004357,0.004357,0.004357
59,4757.7,0.80566,0.4663,0.90045,0.94994,0.92124,0.95959,0.74515,0.74246,0.37923,0.84979,0.004258,0.004258,0.004258
60,4838.44,0.81091,0.46585,0.90346,0.94047,0.92494,0.96192,0.75046,0.74177,0.37718,0.84982,0.004159,0.004159,0.004159
61,4918.91,0.80644,0.46232,0.90124,0.93523,0.93043,0.96097,0.75135,0.74046,0.37727,0.84962,0.00406,0.00406,0.00406
62,4999.32,0.80872,0.46309,0.90233,0.93622,0.93297,0.96096,0.75687,0.74123,0.38094,0.84957,0.003961,0.003961,0.003961
63,5079.88,0.80035,0.4581,0.89822,0.93929,0.93176,0.9607,0.74868,0.74731,0.37893,0.85125,0.003862,0.003862,0.003862
64,5160.11,0.79724,0.45402,0.89788,0.93515,0.9278,0.9597,0.74952,0.74121,0.37583,0.85008,0.003763,0.003763,0.003763
65,5240.49,0.79886,0.45352,0.89835,0.93269,0.92577,0.96139,0.74588,0.738,0.37561,0.84899,0.003664,0.003664,0.003664
66,5321.27,0.7916,0.44621,0.89753,0.91708,0.9557,0.96727,0.74986,0.73613,0.37496,0.84904,0.003565,0.003565,0.003565
67,5401.28,0.79576,0.44943,0.89911,0.91755,0.95321,0.96504,0.7517,0.73214,0.3749,0.84835,0.003466,0.003466,0.003466
68,5481.44,0.79053,0.44748,0.89592,0.91911,0.94896,0.96662,0.75548,0.72879,0.3731,0.84777,0.003367,0.003367,0.003367
69,5562,0.79143,0.4454,0.89797,0.9178,0.95242,0.96537,0.75114,0.73446,0.37351,0.84897,0.003268,0.003268,0.003268
70,5642.25,0.78972,0.44143,0.89573,0.91593,0.95337,0.96568,0.7499,0.73179,0.37082,0.84814,0.003169,0.003169,0.003169
71,5722.46,0.78268,0.44248,0.8932,0.91666,0.95383,0.96736,0.75062,0.73084,0.3691,0.8476,0.00307,0.00307,0.00307
72,5802.85,0.78466,0.43996,0.89362,0.91733,0.95621,0.96786,0.75083,0.72872,0.36618,0.84746,0.002971,0.002971,0.002971
73,5882.98,0.7824,0.43663,0.89611,0.92579,0.93963,0.96419,0.75464,0.7283,0.36747,0.84728,0.002872,0.002872,0.002872
74,5963.22,0.78049,0.43436,0.89256,0.91835,0.9558,0.96665,0.75507,0.72592,0.3677,0.84665,0.002773,0.002773,0.002773
75,6044.6,0.77664,0.42777,0.89308,0.91763,0.95772,0.96672,0.75547,0.72343,0.3675,0.84657,0.002674,0.002674,0.002674
76,6124.51,0.77568,0.42847,0.89311,0.91514,0.95756,0.96606,0.7582,0.72215,0.36653,0.84608,0.002575,0.002575,0.002575
77,6204.77,0.76911,0.42939,0.8892,0.91702,0.95838,0.96582,0.75843,0.72237,0.36776,0.84613,0.002476,0.002476,0.002476
78,6286.04,0.76937,0.42581,0.89087,0.91887,0.94976,0.96331,0.75632,0.72054,0.36692,0.84587,0.002377,0.002377,0.002377
79,6366.58,0.7662,0.42383,0.88929,0.91893,0.94938,0.96455,0.75641,0.72066,0.36435,0.84585,0.002278,0.002278,0.002278
80,6446.97,0.76204,0.42191,0.88865,0.91884,0.94881,0.96502,0.75651,0.72056,0.36377,0.84557,0.002179,0.002179,0.002179
81,6526.95,0.76035,0.41915,0.88559,0.91936,0.94818,0.96505,0.75486,0.72062,0.36233,0.84533,0.00208,0.00208,0.00208
82,6607.21,0.76043,0.41804,0.88746,0.91926,0.94785,0.96507,0.75818,0.72024,0.3627,0.84529,0.001981,0.001981,0.001981
83,6687.29,0.76329,0.41982,0.88708,0.92064,0.95558,0.96708,0.75813,0.72046,0.36178,0.84545,0.001882,0.001882,0.001882
84,6767.58,0.75323,0.41273,0.88365,0.92065,0.95615,0.96701,0.75845,0.72065,0.36341,0.8453,0.001783,0.001783,0.001783
85,6847.56,0.75816,0.41404,0.88798,0.921,0.95574,0.96784,0.75785,0.71928,0.36197,0.845,0.001684,0.001684,0.001684
86,6927.46,0.75743,0.41276,0.88653,0.92101,0.95582,0.96774,0.76054,0.71828,0.36229,0.84483,0.001585,0.001585,0.001585
87,7007.87,0.74981,0.408,0.88254,0.92142,0.95596,0.96728,0.76102,0.7176,0.36148,0.84465,0.001486,0.001486,0.001486
88,7088.2,0.75154,0.40759,0.88235,0.92172,0.95634,0.96789,0.75955,0.71755,0.36065,0.84429,0.001387,0.001387,0.001387
89,7168.48,0.7485,0.4049,0.8831,0.92181,0.95659,0.96846,0.76006,0.71661,0.35971,0.84435,0.001288,0.001288,0.001288
90,7248.69,0.74292,0.40301,0.88283,0.92182,0.95661,0.96788,0.76033,0.71719,0.35893,0.84433,0.001189,0.001189,0.001189
91,7347.91,0.71184,0.3645,0.88206,0.9217,0.95654,0.96775,0.75977,0.71654,0.35951,0.84417,0.00109,0.00109,0.00109
92,7425.91,0.70712,0.36017,0.87968,0.92158,0.95653,0.96776,0.7603,0.71697,0.35835,0.84407,0.000991,0.000991,0.000991
93,7503.57,0.69838,0.35597,0.87792,0.92164,0.95621,0.96771,0.76069,0.7166,0.35862,0.84395,0.000892,0.000892,0.000892
94,7581.6,0.69691,0.35334,0.87734,0.92159,0.95628,0.96758,0.76032,0.71671,0.35953,0.84396,0.000793,0.000793,0.000793
95,7659.65,0.69384,0.34969,0.87674,0.92178,0.95615,0.96758,0.75751,0.717,0.35884,0.84381,0.000694,0.000694,0.000694
96,7737.28,0.69259,0.34611,0.87557,0.92205,0.95608,0.9674,0.75844,0.71656,0.35832,0.84394,0.000595,0.000595,0.000595
97,7815.32,0.68849,0.34411,0.87535,0.9225,0.9559,0.9673,0.75955,0.71652,0.35913,0.84403,0.000496,0.000496,0.000496
98,7893.17,0.68442,0.34287,0.87255,0.92273,0.95593,0.96732,0.7591,0.71581,0.35885,0.84397,0.000397,0.000397,0.000397
99,7970.86,0.68381,0.34014,0.87055,0.92041,0.95283,0.96617,0.75788,0.71589,0.3585,0.84389,0.000298,0.000298,0.000298
100,8048.4,0.67985,0.33916,0.87114,0.92443,0.95293,0.9677,0.76048,0.7155,0.35872,0.84398,0.000199,0.000199,0.000199
