epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
43,10353.5,0.72651,0.37462,0.86243,0.94574,0.94287,0.96173,0.77044,0.69747,0.33605,0.83029,0.005842,0.005842,0.005842
44,10584,0.7241,0.37457,0.86069,0.94831,0.94922,0.96008,0.77688,0.6923,0.32827,0.83025,0.005743,0.005743,0.005743
45,10814.4,0.72203,0.37321,0.85796,0.94597,0.94584,0.96066,0.77662,0.67885,0.32819,0.82806,0.005644,0.005644,0.005644
46,11044.8,0.72184,0.37264,0.85622,0.94965,0.95411,0.97307,0.78576,0.66609,0.32481,0.82322,0.005545,0.005545,0.005545
47,11275.1,0.71357,0.36543,0.8578,0.94644,0.94556,0.96483,0.78672,0.66954,0.31796,0.82663,0.005446,0.005446,0.005446
48,11505.5,0.71,0.36478,0.85399,0.9443,0.94208,0.95942,0.77779,0.67405,0.32627,0.82638,0.005347,0.005347,0.005347
49,11736.1,0.7043,0.36208,0.85379,0.94609,0.95292,0.96463,0.78347,0.6598,0.31579,0.82481,0.005248,0.005248,0.005248
50,11966.7,0.70476,0.36061,0.85481,0.95074,0.94928,0.96721,0.78805,0.66695,0.31457,0.82625,0.005149,0.005149,0.005149
51,12197.3,0.70097,0.3599,0.85328,0.95128,0.96302,0.97384,0.79059,0.66084,0.3101,0.82608,0.00505,0.00505,0.00505
52,12428,0.69904,0.35438,0.85374,0.94624,0.9603,0.97106,0.79705,0.66057,0.31263,0.82491,0.004951,0.004951,0.004951
53,12658.7,0.69469,0.35147,0.85215,0.95834,0.95148,0.97176,0.78699,0.66748,0.31023,0.8266,0.004852,0.004852,0.004852
54,12889.3,0.69609,0.35166,0.852,0.95502,0.95023,0.972,0.78189,0.67159,0.32093,0.8268,0.004753,0.004753,0.004753
55,13119.7,0.69692,0.35182,0.85069,0.95756,0.95211,0.97099,0.78298,0.6739,0.31512,0.82625,0.004654,0.004654,0.004654
